FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_SumAverage similarity
0.126260296,0.8770646,0.770471464,136.3905503
0.191072702,0.7035603,0.753045404,140.2385936
0.151911438,0.8745865,0.720588235,132.8473542
,0.8803886,0.76,142.4435262
0.088682331,0.60694546,0.739247312,143.5587885
0.119140513,0.7916599,0.831103679,163.122344
0.097435445,0.8730012,0.745322245,141.8346188
0.130787894,0.95106167,0.758506616,148.8855658
,0.9708707,0.770099668,118.2159897
0.115172066,0.8613298,0.738046448,119.5914708
,0.860363,0.757352941,108.5202506
0.075019054,0.3694146,0.773958333,146.8792821
,0.770488,0.758852259,121.9986691
0.094583206,0.74222493,0.730094467,134.3943825
0.133689612,0.8893052,0.7530619,120.8307429
,0.9533237,0.766540643,115.5210933
0.121743672,0.52326703,0.774785802,141.88824
0.160885781,0.9315935,0.688453159,149.2108416
0.125794604,0.6569625,0.753387534,146.5299204
0.130111009,0.95029193,0.719191919,152.7765358
0.112836108,0.58696795,0.805761317,96.19394315
0.0854185,0.9672973,0.727117486,107.3935705
0.103537261,0.49627414,0.779279279,105.4146375
0.132615119,0.838311,0.794920635,92.4397958
0.123327635,0.7651853,0.786703601,108.1211331
0.081328586,0.57427025,0.723964166,108.167376
0.076396056,0.6195369,0.703962704,103.7876781
0.099155612,0.8048868,0.777489177,136.730429
0.124435902,0.12708504,0.73627451,124.8791303
0.086018197,0.27539116,0.665748393,125.747284
0.090476565,0.9575644,0.770833333,117.2019656
0.116359137,0.7192458,0.780952381,119.4950389
0.082255699,0.040611684,0.79483871,126.8592765
0.175229132,0.82816774,0.724673203,114.2875122
0.137850404,0.2655172,0.732954545,131.6473089
0.110309042,0.10482891,0.78200692,136.2455329
0.15268366,0.5710522,0.748589342,130.1343419
,0.9720569,0.743970315,125.4789081
0.144487172,0.1697032,0.564893617,129.1605969
0.140651643,0.12290636,0.728395062,128.8209461
0.093983881,0.950515,0.776811594,127.2508099
,0.75672495,0.680265655,123.3060671
,0.93815196,0.724780702,125.5861462
0.112136126,0.9060167,0.461342593,116.7299846
0.104784332,0.9146055,0.623697917,117.4789451
0.095320158,0.8272517,0.74964986,116.8631892
