ObjectNumber,Metadata_cell,Metadata_concentration,Metadata_dish,Metadata_hour,Metadata_site,Metadata_treatment,Predicted_Probability,P,Ed_region_mean,Rc_region_mean,Fp_region_PCC,Fp_cell_PCC,FRET_Judge,Near_Ed,Ed_diff,E_Ed_diff,E_Ed_std,E_Ed_predict_std,E_Fp,T
4,A549,0,3,2,4,control,0.235343714,-0.007294598,0.111756645,2.085245848,0.283631921,0.43244216,control,0.300729716,0,0,0.172775239,0.156175068,0.716368079,0.436271574
5,A549,0,3,2,4,control,0.152317229,-0.090321083,0.19191514,0.902810156,0.664824426,0.8951391,control,0.211110498,0,0,0,0.058260755,0.335175574,0.196718165
1,A549,0,3,2,5,control,0.322859617,0.080221305,0.066693641,0.943893194,0.473763853,0.19639161,control,0.216052507,0,0,0.379275923,0.024377984,0.526236147,0.275307065
2,A549,0,3,2,5,control,0.250511829,0.007873517,0.149252713,1.470742941,0.533365726,0.809448,control,0.26486103,0,0,0.000949952,0,0.466634274,0.233317137
3,A549,0,3,2,5,control,0.423095774,0.180457462,0.245556593,2.342082262,0.802408218,0.8440729,control,0.311812746,0,0,0.040361443,0.232161128,0.197591782,0.214876455
4,A549,0,3,2,5,control,0.232310267,-0.010328045,0.206040218,2.044001102,0.986886859,0.9154918,control,0.298775633,0,0,0,0.142777738,0.013113141,0.077945439
1,A549,0,3,2,6,control,0.293416396,0.050778084,0.088881254,0.785771012,-0.059751969,0.83220506,control,0.195784853,0,0,0.277601448,0.163334484,0.940248031,0.551791257
2,A549,0,3,2,6,control,0.222029662,-0.02060865,0.09385936,0.677336454,0.356440604,0.3813018,control,0.179677261,0,0,0.254789339,0.273769295,0.643559396,0.458664346
3,A549,0,3,2,6,control,0.296370168,0.053731856,0.169760972,1.262557268,0.932382941,0.66934896,control,0.248290647,0,0,0,0,0.067617059,0.033808529
1,A549,0,3,2,7,control,0.175468296,-0.067170016,0.197490245,1.234010696,0.987177372,0.9596349,control,0.245777731,0,0,0,0,0.012822628,0.006411314
2,A549,0,3,2,7,control,0.172730346,-0.069907966,0.094481789,0.591104031,0.524980903,0.84557253,control,0.165300512,0,0,0.251937065,0.372337323,0.475019097,0.42367821
3,A549,0,3,2,7,control,0.08885752,-0.153780792,0.165871069,1.78977406,0.756251335,0.9473707,control,0.285455249,0,0,0,0.05145222,0.243748665,0.147600442
4,A549,0,3,2,7,control,0.42951573,0.186877418,0.054064747,1.250930786,0.15434669,0.5319029,control,0.247274877,0,0,0.437147682,0,0.84565331,0.422826655
1,A549,0,3,2,8,control,0.194829543,-0.04780877,0.289665639,1.715571165,0.966142893,0.85708606,control,0.281097126,0,0,0.242490628,0.021572614,0.033857107,0.02771486
2,A549,0,3,2,8,control,0.290333811,0.047695499,0.323268831,2.258906603,0.991040468,0.86626285,control,0.308414804,0,0,0.396476856,0.208864587,0.008959532,0.108912059
3,A549,0,3,2,8,control,0.409587655,0.166949343,0.187033385,2.223909378,0.403257072,0.504438,control,0.306932669,0,0,0,0.198702963,0.596742928,0.397722946
4,A549,0,3,2,8,control,0.136224443,-0.10641387,0.098726325,0.70287782,0.866045356,0.56399924,control,0.183656035,0,0,0.232486528,0.246490533,0.133954644,0.190222588
5,A549,0,3,2,8,control,0.258289245,0.015650933,0.07811407,0.713754356,0.035638701,0.6226957,control,0.185314352,0,0,0.326941943,0.235120995,0.964361299,0.599741147
1,A549,0,3,2,9,control,0.662366516,0.419728204,,,,0.39316335,,,,,,,,
2,A549,0,3,2,9,control,0.785057008,0.542418696,0.113142096,1.695082307,0.195456266,0.6344427,control,0.279851483,0,0,0.166426429,0.013032399,0.804543734,0.408788067
3,A549,0,3,2,9,control,0.229414354,-0.013223958,,,,0.40109468,,,,,,,,
4,A549,0,3,2,9,control,0.10502922,-0.137609092,0.078621291,0.784574986,0.656283438,0.7161133,control,0.195617863,0,0,0.32461761,0.164479376,0.343716562,0.254097969
5,A549,0,3,2,9,control,0.203722315,-0.038915997,0.110450484,1.401929021,0.693414152,0.5207743,control,0.259701652,0,0,0.178760708,0,0.306585848,0.153292924
6,A549,0,3,2,9,control,0.057224709,-0.185413603,0.281216145,2.070111275,0.989752412,0.901003,control,0.300018772,0,0,0.203770917,0.151300788,0.010247588,0.080774188
1,A549,25,1,4,0,AFA,0.193049117,-0.049589195,0.191626012,1.45078361,-0.10868562,0.3468173,AFA,0.125950917,0.137443477,0.137443477,0,0.642120988,0.89131438,0.766717684
2,A549,25,1,4,0,AFA,0.083968746,-0.158669567,0.201214179,1.810756207,0.321110964,0.55315936,AFA,0.157202221,0.12944363,0.12944363,0,0.427859797,0.678889036,0.553374417
3,A549,25,1,4,0,AFA,0.113949051,-0.128689261,0.136882991,1.117055178,0.486232221,0.57992494,AFA,0.096978022,0.137796683,0.137796683,0.057634057,0.840761252,0.513767779,0.677264515
1,A549,25,1,4,1,AFA,0.563109591,0.320471278,0.284931362,2.93788743,-0.082090415,0.18606657,AFA,0.255055002,0.07690114,0.07690114,0.220795856,0,0.917909585,0.458954793
2,A549,25,1,4,1,AFA,0.724708717,0.482070405,0.114501745,0.582174659,-0.614315391,0.59015214,control,0.163722259,0,0,0.160195854,0.383157943,0.385684609,0.384421276
1,A549,25,1,4,10,AFA,0.195479874,-0.047158438,,0.167510524,0.192380697,0.7034168,,,,,,,0.807619303,
2,A549,25,1,4,10,AFA,0.194071266,-0.048567046,,0.414112091,0.44359529,0.6044533,,,,,,,0.55640471,
1,A549,25,1,4,11,AFA,0.149264088,-0.093374224,0.194977745,1.569421768,0.572035968,0.4558545,AFA,0.136250582,0.135526686,0.135526686,0,0.571505743,0.427964032,0.499734887
2,A549,25,1,4,11,AFA,0.366801893,0.124163581,,0.377879411,-0.009600431,0.43731466,,,,,,,0.990399569,
1,A549,25,1,4,12,AFA,0.15916469,-0.083473622,0.180822074,1.551092982,0.172983378,0.73514766,AFA,0.134659354,0.13587374,0.13587374,0,0.582415317,0.827016622,0.704715969
2,A549,25,1,4,12,AFA,0.098707331,-0.143930981,0.186503008,1.780117393,0.100050457,0.66956204,AFA,0.154542288,0.130358968,0.130358968,0,0.446096487,0.899949543,0.673023015
3,A549,25,1,4,12,AFA,0.093553703,-0.149084609,0.171464726,1.072593808,0.00014247,0.42690676,control,0.230266068,0,0,0,0,0.99985753,0.499928765
4,A549,25,1,4,12,AFA,0.107104476,-0.135533836,0.083711565,0.700771749,-0.277029037,0.4671784,AFA,0.060838049,0.122494428,0.122494428,0.30129149,1,0.722970963,0.861485482
5,A549,25,1,4,12,AFA,0.116465098,-0.126173214,0.15803206,2.032942533,-0.331140786,0.48502883,AFA,0.176491501,0.121751167,0.121751167,0,0.295611099,0.668859214,0.482235157
1,A549,25,1,4,13,AFA,0.61155993,0.368921618,0.225748792,3.328493118,0.296249121,0.6700533,AFA,0.288965741,0.053186814,0.053186814,0,0.07552041,0.703750879,0.389635644
2,A549,25,1,4,13,AFA,0.359143809,0.116505497,0.168091729,0.860678792,0.313305497,0.50736475,control,0.205815723,0,0,0,0.094562115,0.686694503,0.390628309
3,A549,25,1,4,13,AFA,0.367600299,0.124961987,0.139467075,0.366967976,-0.465827823,0.58132184,control,0.119447945,0,0,0.045792519,0.686705837,0.534172177,0.610439007
4,A549,25,1,4,13,AFA,0.337552557,0.094914245,0.12410064,1.006348491,0.2587035,0.7096523,AFA,0.087366934,0.135810811,0.135810811,0.116209026,0.906655564,0.7412965,0.823976032
5,A549,25,1,4,13,AFA,0.623278451,0.380640139,0.249249026,1.809760451,0.66478157,0.8259922,control,0.28658975,0,0,0.057281975,0.059230441,0.33521843,0.197224435
6,A549,25,1,4,13,AFA,0.340989829,0.098351517,0.219427824,1.67936039,0.207627445,0.5022392,control,0.278882734,0,0,0,0.006390588,0.792372555,0.399381571
1,A549,25,1,4,14,AFA,0.144062902,-0.09857541,0.365505993,3.17001009,0.319168091,0.5862867,control,0.338245785,0,0,0.590028155,0.41338795,0.680831909,0.547109929
2,A549,25,1,4,14,AFA,0.151688439,-0.090949873,0.283970237,1.958557844,0.26715368,0.7570158,control,0.294554182,0,0,0.216391512,0.113835163,0.73284632,0.423340741
3,A549,25,1,4,14,AFA,0.073305874,-0.169332438,0.129348993,1.284078479,-0.245079234,0.61125433,AFA,0.11147828,0.138665322,0.138665322,0.092158511,0.74134643,0.754920766,0.748133598
1,A549,25,1,4,15,AFA,0.279830559,0.037192247,0.244890884,1.942617416,-0.214750886,0.31572795,control,0.293739487,0,0,0.037310838,0.108249556,0.785249114,0.446749335
2,A549,25,1,4,15,AFA,0.149736949,-0.092901363,0.233098984,2.68984437,0.030090492,0.61753404,AFA,0.233520949,0.09083955,0.09083955,0,0,0.969909508,0.484954754
3,A549,25,1,4,15,AFA,0.568599405,0.325961093,0.155430987,1.78356564,-0.733145535,0.51317066,AFA,0.15484165,0.130257869,0.130257869,0,0.444044037,0.266854465,0.355449251
4,A549,25,1,4,15,AFA,0.344703387,0.102065075,0.132046834,1.271797538,0.554635942,0.6676337,AFA,0.110412101,0.138678425,0.138678425,0.07979569,0.748656234,0.445364058,0.597010146
1,A549,25,1,4,16,AFA,0.49435869,0.251720378,0.170748055,1.26430881,-0.342352808,0.5235894,AFA,0.109761961,0.138680809,0.138680809,0,0.753113639,0.657647192,0.705380415
2,A549,25,1,4,16,AFA,0.782758207,0.540119895,0.127542749,0.793011189,-0.32748735,0.5893228,AFA,0.068845888,0.127945083,0.127945083,0.100435604,1,0.67251265,0.836256325
3,A549,25,1,4,16,AFA,0.060876796,-0.181761516,0.215035632,1.634132385,0.361501873,0.5412875,control,0.276031404,0,0,0,0,0.638498127,0.319249064
4,A549,25,1,4,16,AFA,0.199238344,-0.043399968,0.198996723,2.09190321,0.182596818,0.34006375,AFA,0.181610218,0.119430022,0.119430022,0,0.260516804,0.817403182,0.538959993
1,A549,25,1,4,2,AFA,0.67723942,0.434601108,0.270890713,3.137906075,0.12984933,0.06689528,AFA,0.272419777,0.06499816,0.06499816,0.156454748,0,0.87015067,0.435075335
2,A549,25,1,4,2,AFA,0.591420307,0.348781995,,3.711873055,-0.007665403,0.18190408,,,,,,,0.992334597,
1,A549,25,1,4,3,AFA,0.696015163,0.453376851,0.166075289,1.235427856,0.670270324,-0.10771118,AFA,0.107254638,0.138649357,0.138649357,0,0.770304024,0.329729676,0.55001685
2,A549,25,1,4,3,AFA,0.807640528,0.565002216,,,,0.44473767,,,,,,,,
3,A549,25,1,4,3,AFA,0.369263306,0.126624994,0.21368672,2.490175724,0.103491187,0.37870747,AFA,0.216186559,0.101275301,0.101275301,0,0.023458916,0.896508813,0.459983864
1,A549,25,1,4,4,AFA,0.531380595,0.288742283,0.202973396,1.157102823,-0.822977662,0.56969553,control,0.238676665,0,0,0,0,0.177022338,0.088511169
2,A549,25,1,4,4,AFA,0.114270584,-0.128367728,0.097495534,0.843573034,-0.034086935,0.7097663,AFA,0.073235455,0.130361462,0.130361462,0.238126615,1,0.965913065,0.982956533
3,A549,25,1,4,4,AFA,0.264733355,0.022095043,0.149339363,0.611675918,-0.688661516,0.20764247,control,0.168870007,0,0,0.000552878,0.347864612,0.311338484,0.329601548
4,A549,25,1,4,4,AFA,0.171022665,-0.071615647,0.268039167,1.978583694,-0.185491458,0.64908886,control,0.295565319,0,0,0.143387573,0.12076759,0.814508542,0.467638066
5,A549,25,1,4,4,AFA,0.174499961,-0.068138352,0.246605456,2.750391722,-0.254548699,0.48208645,AFA,0.238777415,0.087529875,0.087529875,0.045167845,0,0.745451301,0.372725651
1,A549,25,1,4,5,AFA,0.338125647,0.095487335,,5.705203533,-0.223157883,0.35981297,,,,,,,0.776842117,
2,A549,25,1,4,5,AFA,0.210808945,-0.031829367,,4.618572235,0.058750343,0.5240075,,,,,,,0.941249657,
3,A549,25,1,4,5,AFA,0.728268418,0.485630106,,4.794295311,-0.133341536,0.68451035,,,,,,,0.866658464,
1,A549,25,1,4,6,AFA,0.238909478,-0.003728834,,3.429405451,0.118597515,0.9130024,,,,,,,0.881402485,
2,A549,25,1,4,6,AFA,0.230821223,-0.011817089,0.216346487,2.212281942,0.068237998,0.41297585,AFA,0.192060992,0.114372107,0.114372107,0,0.188865542,0.931762002,0.560313772
3,A549,25,1,4,6,AFA,0.239610114,-0.003028198,0.184633613,0.600379765,0.225513041,0.40254325,control,0.166921335,0,0,0,0.361224845,0.774486959,0.567855902
1,A549,25,1,4,7,AFA,0.540744856,0.298106544,0.222903743,1.623848081,0.056727514,0.5152283,control,0.275369328,0,0,0,0,0.943272486,0.471636243
2,A549,25,1,4,7,AFA,0.279546408,0.036908096,,4.424119949,-0.254093081,0.4305498,,,,,,,0.745906919,
3,A549,25,1,4,7,AFA,0.475504167,0.232865855,0.265596002,3.438021183,-0.641620874,0.4610356,AFA,0.298474506,0.046214977,0.046214977,0.1321918,0.140713188,0.358379126,0.249546157
1,A549,25,1,4,8,AFA,0.222689427,-0.019948885,0.146899328,1.054686069,0.023623951,-0.04044462,AFA,0.091563398,0.1368316,0.1368316,0.011734311,0.877884298,0.976376049,0.927130174
2,A549,25,1,4,8,AFA,0.073806301,-0.168832011,0.151748493,1.136967063,0.05789005,0.8270525,AFA,0.098706687,0.138026372,0.138026372,0,0.828909393,0.94210995,0.885509672
3,A549,25,1,4,8,AFA,0.479061649,0.236423337,0.163141489,1.685825944,0.239561439,0.7793984,AFA,0.146356302,0.132926198,0.132926198,0,0.502220199,0.760438561,0.63132938
1,A549,25,1,4,9,AFA,0.790330764,0.547692452,0.081643976,0.690829694,0.668365359,-0.00179462,AFA,0.059974922,0.121819262,0.121819262,0.310766189,1,0.331634641,0.66581732
2,A549,25,1,4,9,AFA,0.645460578,0.402822265,0.114585906,1.179204226,0.144193918,0.43153763,AFA,0.10237354,0.138395117,0.138395117,0.159810183,0.803769189,0.855806082,0.829787636
3,A549,25,1,4,9,AFA,0.236387179,-0.006251133,,0.338992506,-0.738256693,0.7798332,,,,,,,0.261743307,
1,A549,25,1,6,0,AFA,0.210512454,-0.032125858,,0.121177293,-0.159534156,0.16116005,,,,,,,0.840465844,
2,A549,25,1,6,0,AFA,0.466129209,0.223490897,0.164186984,2.225065947,-0.29505983,0.6383052,AFA,0.193170846,0.113811318,0.113811318,0,0.181256307,0.70494017,0.443098239
3,A549,25,1,6,0,AFA,0.650092536,0.407454224,0.168366134,1.287474036,-0.059821889,-0.009489069,AFA,0.111773068,0.138659704,0.138659704,0,0.739325342,0.940178111,0.839751727
4,A549,25,1,6,0,AFA,0.218459161,-0.024179151,0.120495833,0.596166313,0.380719781,0.3538741,control,0.16618742,0,0,0.132728012,0.366256619,0.619280219,0.492768419
1,A549,25,1,6,1,AFA,0.367871891,0.125233579,0.109938353,1.133291483,0.128086835,0.6033365,AFA,0.098387589,0.137986724,0.137986724,0.18110754,0.831097155,0.871913165,0.85150516
1,A549,25,1,6,10,AFA,0.184524549,-0.058113763,,4.252324581,0.354671836,0.41418973,,,,,,,0.645328164,
2,A549,25,1,6,10,AFA,0.553363504,0.310725192,0.14465344,1.578722,-0.261066496,0.21486163,AFA,0.137057989,0.135343822,0.135343822,0.022026067,0.565970103,0.738933504,0.652451803
3,A549,25,1,6,10,AFA,0.53554289,0.292904578,0.087994598,0.675372243,0.448280215,0.4430756,AFA,0.058632971,0.120733286,0.120733286,0.28166454,1,0.551719785,0.775859892
1,A549,25,1,6,11,AFA,0.100956426,-0.141681886,0.133032843,1.490605474,-0.011058003,0.4045738,AFA,0.129408083,0.136889134,0.136889134,0.075277311,0.618418406,0.988941997,0.803680202
2,A549,25,1,6,11,AFA,0.153540476,-0.089097836,0.125236496,2.453602552,0.084356301,0.5385855,AFA,0.21301143,0.103100374,0.103100374,0.11100398,0.045227827,0.915643699,0.480435763
3,A549,25,1,6,11,AFA,0.120784364,-0.121853948,0.059417311,0.517971933,0.154037684,0.5208869,AFA,0.04496814,0.106859675,0.106859675,0.41261962,1,0.845962316,0.922981158
1,A549,25,1,6,12,AFA,0.107290311,-0.135348001,0.150552973,1.631504059,0.052337021,0.49979264,AFA,0.141640305,0.134222387,0.134222387,0,0.534553415,0.947662979,0.741108197
2,A549,25,1,6,12,AFA,0.193918594,-0.048719718,0.134837851,1.5783571,0.207579002,-0.025921524,AFA,0.13702631,0.135351082,0.135351082,0.067005886,0.566187297,0.792420998,0.679304147
3,A549,25,1,6,12,AFA,0.036129778,-0.206508534,0.085542127,2.552045584,0.09384203,0.5637182,AFA,0.221557839,0.098124579,0.098124579,0.292902957,0,0.90615797,0.453078985
4,A549,25,1,6,12,AFA,0.013399262,-0.229239051,0.08567895,2.054240465,0.404453337,0.63404816,AFA,0.178340497,0.120925178,0.120925178,0.292275969,0.282934245,0.595546663,0.439240454
1,A549,25,1,6,13,AFA,0.659295791,0.416657479,0.150040776,0.927764297,0.343469769,-0.044535443,control,0.214137426,0,0,0,0.037507919,0.656530231,0.347019075
1,A549,25,1,6,14,AFA,0.096193194,-0.146445118,0.164898634,1.659803629,0.080751106,0.65049535,AFA,0.144097154,0.133564554,0.133564554,0,0.517709078,0.919248894,0.718478986
2,A549,25,1,6,14,AFA,0.068072376,-0.174565936,0.247567475,2.517606258,-0.259708405,0.57252955,AFA,0.218567962,0.09988804,0.09988804,0.049576285,0.007131843,0.740291595,0.373711719
1,A549,25,1,6,15,AFA,0.288379107,0.045740795,0.097620264,0.739634752,0.004776701,0.780499,AFA,0.064211971,0.124964922,0.124964922,0.23755504,1,0.995223299,0.997611649
2,A549,25,1,6,15,AFA,0.163454777,-0.079183535,0.201821312,1.70857513,0.273607582,0.78845036,AFA,0.14833129,0.132342623,0.132342623,0,0.488679536,0.726392418,0.607535977
3,A549,25,1,6,15,AFA,0.231450762,-0.011187551,0.126115054,1.057854891,0.355793417,0.5379567,AFA,0.091838502,0.136889958,0.136889958,0.106978,0.875998167,0.644206583,0.760102375
1,A549,25,1,6,2,AFA,0.505207417,0.262569105,0.102227606,0.755983949,0.049107201,0.6018868,AFA,0.06563134,0.125926922,0.125926922,0.216441949,1,0.950892799,0.975446399
2,A549,25,1,6,2,AFA,0.190272647,-0.052365665,0.107863441,0.573801637,-0.084625006,0.004000306,control,0.162226069,0,0,0.190615801,0.393415928,0.915374994,0.654395461
3,A549,25,1,6,2,AFA,0.087229698,-0.155408614,0.10738802,0.69963032,0.308069825,0.34199366,AFA,0.060738955,0.122417828,0.122417828,0.192794414,1,0.691930175,0.845965087
1,A549,25,1,6,4,AFA,0.463831105,0.221192793,0.119211055,0.894307852,-0.447788745,0.59915686,AFA,0.077640038,0.132420919,0.132420919,0.138615492,0.973343865,0.552211255,0.76277756
2,A549,25,1,6,4,AFA,0.620838317,0.378200005,0.090278059,0.59027499,0.57039237,0.5125329,AFA,0.051245186,0.113909541,0.113909541,0.271200605,1,0.42960763,0.714803815
3,A549,25,1,6,4,AFA,0.534130533,0.291492221,0.106777012,0.538740098,-0.040680334,0.6504271,control,0.155784012,0,0,0.195594347,0.437583135,0.959319666,0.698451401
4,A549,25,1,6,4,AFA,0.053491824,-0.189146488,0.21117799,1.88254416,0.326923788,0.44290265,AFA,0.163434548,0.127153708,0.127153708,0,0.38513051,0.673076212,0.529103361
5,A549,25,1,6,4,AFA,0.161074322,-0.08156399,0.149586171,1.324500322,0.486733824,0.5465968,AFA,0.114987534,0.138543607,0.138543607,0,0.717286731,0.513266176,0.615276453
1,A549,25,1,6,5,AFA,0.334720872,0.09208256,0.115404576,0.856366515,0.335841656,0.73517126,AFA,0.074346131,0.130914097,0.130914097,0.156058639,0.995927128,0.664158344,0.830042736
2,A549,25,1,6,5,AFA,0.172186416,-0.070451896,0.124997631,1.004535317,-0.452932537,0.539576,AFA,0.087209522,0.135767625,0.135767625,0.112098579,0.907734792,0.547067463,0.727401128
3,A549,25,1,6,5,AFA,0.324404816,0.081766504,0.134113684,0.823209405,0.097014472,0.32576966,AFA,0.07146757,0.129433674,0.129433674,0.070324371,1,0.902985528,0.951492764
4,A549,25,1,6,5,AFA,0.401706712,0.1590684,0.197544739,1.314498782,-0.434635282,0.31527236,control,0.252703983,0,0,0,0,0.565364718,0.282682359
5,A549,25,1,6,5,AFA,0.15594605,-0.086692262,0.12840867,1.568836093,-0.056485385,0.42074773,AFA,0.136199736,0.13553805,0.13553805,0.09646753,0.571854346,0.943514615,0.75768448
1,A549,25,1,6,6,AFA,0.15459891,-0.088039402,0.132835761,1.138192892,0.62357688,0.66921854,AFA,0.098813109,0.13803932,0.13803932,0.076180441,0.828179761,0.37642312,0.602301441
2,A549,25,1,6,6,AFA,0.367775023,0.125136711,0.223377973,0.683337927,-0.022030015,0.3051719,control,0.180623009,0,0,0,0.267285183,0.977969985,0.622627584
1,A549,25,1,6,7,AFA,0.369320162,0.12668185,0.209015295,2.995065689,0.173637927,0.45404965,AFA,0.260018977,0.073554323,0.073554323,0,0,0.826362073,0.413181037
2,A549,25,1,6,7,AFA,0.280665621,0.038027308,0.149812385,0.884285331,-0.141485155,0.18597043,control,0.208811594,0,0,0,0.074022208,0.858514845,0.466268526
3,A549,25,1,6,7,AFA,0.245724374,0.003086062,0.175955728,3.140399933,0.225301862,0.20962149,AFA,0.272636284,0.064846421,0.064846421,0,0,0.774698138,0.387349069
1,A549,25,1,6,8,AFA,0.120371253,-0.122267059,0.16703631,0.381135434,-0.041840162,0.4708819,control,0.122786866,0,0,0,0.663813952,0.958159838,0.810986895
2,A549,25,1,6,8,AFA,0.253339854,0.010701542,0.203963801,0.291184217,-0.316811621,0.4099505,control,0.100343323,0,0,0,0.817688505,0.683188379,0.750438442
1,A549,25,1,6,9,AFA,0.118467484,-0.124170828,0.267611206,2.797543526,-0.958496213,0.25100744,AFA,0.242870936,0.084909439,0.084909439,0.141426445,0,0.041503787,0.020751894
2,A549,25,1,6,9,AFA,0.684999562,0.44236125,,0.014910669,0.061145782,0.85078824,,,,,,,0.938854218,
3,A549,25,1,6,9,AFA,0.090880209,-0.151758103,0.133158177,1.081019282,-0.364570796,0.4092591,AFA,0.093849537,0.137285717,0.137285717,0.074702971,0.862210367,0.635429204,0.748819786
4,A549,25,1,6,9,AFA,0.105702226,-0.136936086,0.170090631,1.136022687,-0.328920394,0.18289149,control,0.236641004,0,0,0,0,0.671079606,0.335539803
1,A549,20,2,2,0,AFA,0.218411626,-0.024226686,0.253159344,2.092484474,0.276936859,0.3997468,control,0.301067289,0,0,0.075200961,0.158489493,0.723063141,0.440776317
2,A549,20,2,2,0,AFA,0.367234886,0.124596574,0.204770625,2.192915916,0.066381872,0.2916745,AFA,0.190379716,0.11521325,0.11521325,0,0.200392497,0.933618128,0.567005312
1,A549,20,2,2,1,AFA,0.061025114,-0.181613198,0.133659557,1.344944119,0.004960088,0.4529802,AFA,0.116762379,0.138437579,0.138437579,0.072405406,0.705118271,0.995039912,0.850079091
2,A549,20,2,2,1,AFA,0.56802289,0.325384578,,,,0.59788644,,,,,,,,
1,A549,20,2,2,10,AFA,0.165384001,-0.077254311,0.133631185,1.083837867,0.364715278,0.37201682,AFA,0.094094235,0.13733022,0.13733022,0.07253542,0.860532703,0.635284722,0.747908712
2,A549,20,2,2,10,AFA,0.449409006,0.206770694,0.143867046,1.073538303,0.231723636,0.47490457,AFA,0.09320007,0.137163785,0.137163785,0.025629708,0.86666316,0.768276364,0.817469762
3,A549,20,2,2,10,AFA,0.672222686,0.429584374,0.106674686,0.813320875,0.11032255,0.37351754,AFA,0.07060909,0.128961303,0.128961303,0.196063256,1,0.88967745,0.944838725
4,A549,20,2,2,10,AFA,0.192852175,-0.049786137,0.095375642,0.628366232,0.614509106,0.5637338,AFA,0.054552107,0.11714762,0.11714762,0.247840992,1,0.385490894,0.692745447
1,A549,20,2,2,11,AFA,0.217065223,-0.025573089,0.204944313,2.122594833,0.521710753,0.4077322,AFA,0.184274736,0.118179953,0.118179953,0,0.24224868,0.478289247,0.360268963
2,A549,20,2,2,11,AFA,0.531011676,0.288373364,0.093821585,0.693827987,-0.228543341,0.26424915,AFA,0.060235221,0.122024778,0.122024778,0.25496244,1,0.771456659,0.88572833
3,A549,20,2,2,11,AFA,0.181566792,-0.06107152,0.066162676,0.255364835,-0.520906091,0.5060713,control,0.090510714,0,0,0.381709066,0.885101582,0.479093909,0.682097745
4,A549,20,2,2,11,AFA,0.411766724,0.169128412,0.086629376,0.632431924,-0.013243973,0.15717755,AFA,0.054905074,0.117475198,0.117475198,0.287920654,1,0.986756027,0.993378014
5,A549,20,2,2,11,AFA,0.158872153,-0.083766159,0.10980998,0.465156257,-0.473183483,-0.020493422,control,0.141261489,0,0,0.18169581,0.537150606,0.526816517,0.531983561
6,A549,20,2,2,11,AFA,0.248862643,0.006224331,0.169154719,1.617252469,-0.135377675,0.67568517,AFA,0.140403042,0.134538941,0.134538941,0,0.543036179,0.864622325,0.703829252
7,A549,20,2,2,11,AFA,0.511489458,0.268851146,0.108758837,0.300613731,-0.447315097,-0.2202447,control,0.102841721,0,0,0.186512659,0.800559307,0.552684903,0.676622105
1,A549,20,2,2,12,AFA,0.183212913,-0.059425399,0.254217029,2.244815111,0.670840383,0.39166194,control,0.307821873,0,0,0.080047787,0.204799411,0.329159617,0.266979514
1,A549,20,2,2,13,AFA,0.08387582,-0.158762492,0.196987182,1.860708594,0.340161264,0.33274937,AFA,0.161538876,0.127871167,0.127871167,0,0.398127372,0.659838736,0.528983054
2,A549,20,2,2,13,AFA,0.045155728,-0.197482584,0.196828201,2.165236235,-0.113360137,0.5096873,AFA,0.187976682,0.116397641,0.116397641,0,0.216867866,0.886639863,0.551753865
3,A549,20,2,2,13,AFA,0.03653093,-0.206107382,0.193341523,1.943885207,0.745030046,0.39389712,AFA,0.168759919,0.125044686,0.125044686,0,0.348619381,0.254969954,0.301794668
1,A549,20,2,2,14,AFA,0.974718226,0.732079914,0.08292482,0.410722762,0.484240353,0.8012827,control,0.129543597,0,0,0.304896735,0.617489313,0.515759647,0.56662448
2,A549,20,2,2,14,AFA,0.239043888,-0.003594424,0.102136016,0.730465174,-0.113423511,0.37713906,AFA,0.063415907,0.12440568,0.12440568,0.216861659,1,0.886576489,0.943288244
3,A549,20,2,2,14,AFA,0.276031816,0.033393504,0.156360969,0.677985847,0.672868371,0.602572,control,0.179779923,0,0,0,0.27306544,0.327131629,0.300098535
1,A549,20,2,2,15,AFA,0.934005157,0.691366845,,,,0.21609855,,,,,,,,
2,A549,20,2,2,15,AFA,0.511117391,0.268479079,,,,0.43009043,,,,,,,,
3,A549,20,2,2,15,AFA,0.16012998,-0.082508332,0.09272331,0.670422971,0.23206228,0.40565947,AFA,0.058203296,0.120376074,0.120376074,0.259995273,1,0.76793772,0.88396886
1,A549,20,2,2,16,AFA,0.261437574,0.018799262,0.171800792,1.088029981,0.308931947,0.44811156,control,0.231853143,0,0,0,0,0.691068053,0.345534027
2,A549,20,2,2,16,AFA,0.521083445,0.278445132,0.263866127,2.158663988,0.374358177,0.55030143,control,0.304081832,0,0,0.124264665,0.179157417,0.625641823,0.40239962
1,A549,20,2,2,17,AFA,0.306356592,0.06371828,0.115825772,0.646848202,0.41095981,0.5621534,control,0.174766287,0,0,0.154128512,0.307439287,0.58904019,0.448239739
2,A549,20,2,2,17,AFA,0.288067675,0.045429363,0.145485595,1.064632773,0.712105632,0.22075461,AFA,0.092426929,0.137011346,0.137011346,0.018212725,0.871963868,0.287894368,0.579929118
1,A549,20,2,2,18,AFA,0.148803177,-0.093835135,0.081958249,0.670426607,0.436423212,0.5822335,AFA,0.058203612,0.120376338,0.120376338,0.309326037,1,0.563576788,0.781788394
2,A549,20,2,2,18,AFA,0.113844499,-0.128793814,0.114040993,0.91864723,0.474847823,0.59204125,AFA,0.07975308,0.133287578,0.133287578,0.162307241,0.958856695,0.525152177,0.742004436
