FRET efficiency similarity,Colocalization similarity,A_Extent similarity,T_SumAverage similarity,A_Eccentricity similarity
,0.8286215,0.763095238095238,112.9807416,0.576902419173182
0.13761985301971436,0.8676027,0.7958333333333333,110.400302,0.4690491534092721
0.10750456899404526,0.88127726,0.7610447346485135,112.6520169,0.4757815695793259
0.07280635833740234,0.55168796,0.7529761904761905,112.1354257,0.48017720273962333
0.08714427798986435,0.39197555,0.7664141414141414,115.545615,0.6901129363269031
0.07014783471822739,0.7581141,0.7145979020979021,106.5763041,0.6488621596471834
,0.43192905,0.7727272727272727,114.3369001,0.6959470388180328
,0.8793947,0.7583947583947583,111.0198622,0.6044193905785192
0.10813843458890915,0.48486662,0.793952967525196,122.6364697,0.6487503044307487
0.10561267286539078,0.32775104,0.6662337662337663,129.5836517,0.6619857554275614
0.07318901270627975,0.79314005,0.7093023255813954,112.1844936,0.49625611856456536
0.10980889201164246,0.20304509,0.7174031642116748,131.1203433,0.6565913763654474
0.10226055234670639,0.29144755,0.7905982905982906,129.5625232,0.5520121970694547
0.06609907746315002,0.7717489,0.764327485380117,122.2189245,0.592275705925734
0.074732206761837,0.8315747,0.7392857142857143,134.5559005,0.4360242036216638
,0.90060186,0.7816949152542373,117.2635044,0.5288634299286944
0.12437457591295242,0.9634935,0.607399577167019,131.2710366,0.8789173854924917
0.10383488982915878,0.7757174,0.6799102132435466,122.0374993,0.7663924302906396
0.0870966836810112,0.5047033,0.7505050505050505,121.4008806,0.49145577392316864
0.08371468633413315,0.13664196,0.7840579710144927,124.6429851,0.4842085702652356
0.08368934690952301,0.24368827,0.7753267973856209,129.896763,0.42096246311362917
0.0940016657114029,0.41090083,0.7601078167115903,127.4720743,0.6005179527187502
0.08159390836954117,0.102138355,0.7971631205673759,115.9983835,0.6562009558231603
0.12056361138820648,-0.078617305,0.7462462462462462,120.5227325,0.7414444289946429
0.09006350487470627,0.59029555,0.7759353741496599,119.1985786,0.2682260832890053
0.10858134180307388,-0.31255236,0.7367864693446089,125.5371902,0.6037724522341682
0.08490145206451416,0.5956963,0.5387174833635814,129.7554807,0.9053382465505123
0.07483722269535065,0.60135615,0.7039532794249775,133.6710328,0.784282807307543
0.1450473815202713,0.80769825,0.7932940309506263,120.2543633,0.636424685052555
0.08573945611715317,0.79330355,0.7536157024793388,138.7781055,0.6717007291601829
0.0926276370882988,0.0442663,0.7527173913043478,127.6657783,0.494002556260129
0.08333566784858704,0.6998569,0.7750582750582751,136.8684001,0.4880313472134767
0.11351004242897034,0.72541517,0.7216931216931217,128.35613,0.42879954452500935
,0.89793,0.7320276497695852,99.35938541,0.6833324071723066
0.16527535021305084,0.8878913,0.7846981930026913,94.90428315,0.2551019224541488
0.09069360792636871,0.8199506,0.7828106852497096,100.5033913,0.2722622231377222
0.07903134822845459,0.81940055,0.7724137931034483,98.79172768,0.5478082522668378
0.1415654718875885,0.945575,0.790017825311943,96.26765143,0.420285420200426
0.0927741751074791,0.8501239,0.7981269510926119,93.06788257,0.3814115813872286
0.11597041040658951,0.951911,0.7501643655489809,114.8277175,0.49923937679640623
0.09211299568414688,0.7254697,0.6479591836734694,115.3858348,0.7548216114384521
0.10093522816896439,0.91675043,0.7680878552971576,113.6785107,0.6062779614996622
0.09932273626327515,0.41967607,0.7410256410256411,113.3473284,0.6949118014656385
0.09206368029117584,0.5263035,0.6962962962962963,110.0409012,0.6063177815596648
0.10709165781736374,0.11084427,0.791869918699187,111.8975659,0.5856014533831524
0.0984068438410759,0.4581672,0.745945945945946,108.2737903,0.6830681737854988
0.09731289744377136,0.8883606,0.7955555555555556,113.1822268,0.460820308458266
0.0930728018283844,0.6745723,0.7607655502392344,110.9050838,0.7074719340309793
